abhlth,abrape,conmedic,abimp,marital,childs
,,only some,,married,2.0
yes,yes,a great deal,,married,4.0
yes,yes,,,married,5.0
yes,yes,,,widowed,0.0
,,hardly any,,widowed,2.0
yes,yes,,,separated,2.0
,,only some,,divorced,2.0
,no,,,widowed,5.0
yes,yes,a great deal,,widowed,1.0
,,only some,,married,2.0
yes,yes,a great deal,,married,2.0
yes,no,,,married,0.0
,,only some,,married,5.0
no,no,a great deal,,married,1.0
yes,yes,,,divorced,2.0
,,only some,,married,1.0
,,only some,,married,1.0
yes,yes,a great deal,,married,3.0
yes,yes,only some,,widowed,0.0
,,only some,,married,2.0
yes,yes,,,married,1.0
,,only some,,married,1.0
yes,yes,a great deal,,separated,1.0
no,no,,,divorced,1.0
,,only some,,widowed,5.0
,,a great deal,,married,1.0
no,no,,,divorced,3.0
no,yes,only some,,divorced,3.0
no,no,,,married,7.0
,,a great deal,,married,3.0
yes,yes,only some,,married,5.0
yes,yes,,,married,6.0
,,only some,,never married,6.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,2.0
,,only some,,married,3.0
no,no,,,never married,0.0
yes,yes,only some,,married,1.0
,,only some,,married,6.0
yes,yes,,,never married,0.0
yes,no,,,never married,0.0
,,only some,,widowed,3.0
yes,yes,,,divorced,3.0
no,no,,,divorced,2.0
,,a great deal,,never married,2.0
yes,no,a great deal,,married,0.0
,,only some,,divorced,2.0
yes,,only some,,widowed,4.0
yes,yes,,,married,3.0
yes,yes,,,married,2.0
,,a great deal,,married,1.0
,,hardly any,,married,3.0
yes,yes,,,married,0.0
,,a great deal,,married,3.0
yes,yes,a great deal,,married,1.0
,,hardly any,,married,0.0
yes,yes,only some,,never married,0.0
,,,,married,0.0
,,only some,,married,2.0
,,,,married,4.0
,,a great deal,,married,2.0
,,only some,,married,1.0
,no,,,widowed,4.0
,,a great deal,,widowed,1.0
yes,yes,,,married,
,,,,separated,4.0
yes,yes,,,divorced,2.0
,,a great deal,,married,1.0
yes,yes,a great deal,,married,1.0
no,no,,,divorced,7.0
,,only some,,divorced,3.0
,,a great deal,,married,4.0
,yes,,,never married,0.0
,,only some,,married,1.0
,,a great deal,,married,1.0
yes,,,,divorced,1.0
,,a great deal,,married,0.0
yes,yes,,,never married,0.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,,,never married,0.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,2.0
no,no,,,widowed,3.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,never married,0.0
,,a great deal,,never married,0.0
yes,yes,only some,,never married,0.0
yes,no,,,never married,
,,a great deal,,never married,0.0
yes,yes,a great deal,,never married,0.0
,,a great deal,,never married,0.0
yes,yes,only some,,never married,0.0
yes,yes,,,never married,0.0
,,only some,,never married,0.0
yes,yes,hardly any,,married,1.0
yes,yes,,,married,1.0
yes,yes,only some,,married,0.0
yes,no,,,married,5.0
,,only some,,widowed,8.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,married,1.0
no,no,,,married,1.0
,,only some,,never married,2.0
yes,yes,only some,,widowed,0.0
,,a great deal,,never married,1.0
yes,yes,only some,,widowed,1.0
yes,yes,,,never married,0.0
,,only some,,widowed,4.0
yes,yes,,,widowed,6.0
,,only some,,married,
yes,yes,,,married,5.0
,,only some,,married,3.0
yes,yes,,,married,2.0
,,only some,,married,3.0
yes,yes,only some,,married,3.0
,,only some,,married,2.0
yes,yes,only some,,married,1.0
yes,yes,,,married,2.0
,,a great deal,,married,2.0
yes,yes,only some,,never married,3.0
yes,yes,,,married,2.0
yes,yes,only some,,married,2.0
,,only some,,married,2.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,0.0
,,a great deal,,married,7.0
yes,yes,,,widowed,1.0
,,only some,,married,2.0
yes,yes,a great deal,,widowed,2.0
,,hardly any,,married,4.0
yes,yes,only some,,married,3.0
yes,yes,,,married,1.0
,,only some,,married,2.0
yes,yes,,,married,2.0
,,hardly any,,divorced,2.0
yes,yes,,,divorced,3.0
,,only some,,married,2.0
yes,yes,,,widowed,3.0
,,a great deal,,divorced,3.0
yes,yes,only some,,married,1.0
yes,yes,,,never married,0.0
,,only some,,married,1.0
yes,yes,a great deal,,married,1.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,2.0
yes,yes,only some,,never married,0.0
,,only some,,married,2.0
yes,yes,only some,,widowed,3.0
yes,yes,,,married,3.0
,,a great deal,,married,0.0
yes,yes,,,married,3.0
,,only some,,married,1.0
yes,no,only some,,married,3.0
yes,yes,,,married,2.0
,,hardly any,,married,3.0
yes,yes,only some,,widowed,2.0
yes,yes,,,married,2.0
,,only some,,married,2.0
yes,yes,,,married,2.0
,,only some,,divorced,0.0
yes,yes,a great deal,,married,5.0
,,a great deal,,married,2.0
,,only some,,married,3.0
yes,yes,,,married,3.0
yes,yes,only some,,never married,0.0
,,a great deal,,widowed,8.0
yes,yes,,,never married,0.0
yes,yes,,,married,0.0
,,a great deal,,married,0.0
yes,yes,,,widowed,0.0
,,hardly any,,married,1.0
yes,yes,a great deal,,married,4.0
,,a great deal,,married,3.0
yes,yes,only some,,divorced,1.0
yes,yes,,,never married,0.0
yes,yes,only some,,divorced,0.0
,,only some,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,only some,,married,2.0
yes,yes,only some,,married,2.0
yes,yes,only some,,married,2.0
yes,yes,,,divorced,2.0
,,,,never married,0.0
,,only some,,never married,0.0
yes,yes,a great deal,,never married,0.0
,,hardly any,,married,1.0
yes,yes,a great deal,,separated,4.0
yes,yes,,,never married,3.0
,,a great deal,,never married,1.0
,yes,,,never married,4.0
,,a great deal,,married,0.0
yes,yes,,,married,1.0
,,only some,,married,2.0
no,no,,,married,2.0
no,no,,,married,3.0
,,only some,,widowed,2.0
,,a great deal,,never married,1.0
,,a great deal,,married,4.0
yes,yes,,,divorced,0.0
,,only some,,married,0.0
yes,yes,only some,,divorced,2.0
yes,yes,only some,,never married,0.0
,,only some,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,never married,1.0
yes,yes,only some,,never married,1.0
,,a great deal,,never married,2.0
,,only some,,married,4.0
,,hardly any,,married,1.0
yes,yes,,,married,0.0
no,no,hardly any,,divorced,2.0
yes,yes,,,married,3.0
yes,,hardly any,,divorced,1.0
no,no,hardly any,,married,2.0
yes,no,,,married,4.0
yes,yes,,,married,0.0
yes,yes,,,never married,0.0
yes,yes,only some,,never married,0.0
,,a great deal,,never married,0.0
yes,yes,,,married,1.0
yes,yes,only some,,divorced,0.0
yes,yes,,,divorced,2.0
,,a great deal,,divorced,0.0
yes,yes,a great deal,,never married,0.0
,,a great deal,,married,2.0
yes,yes,,,divorced,8.0
,,a great deal,,never married,0.0
yes,no,only some,,married,3.0
yes,yes,,,never married,0.0
no,no,,,married,2.0
yes,,,,never married,0.0
yes,,only some,,married,3.0
,,hardly any,,never married,0.0
yes,yes,,,married,3.0
yes,yes,,,never married,1.0
,,only some,,married,1.0
yes,yes,only some,,married,2.0
,,only some,,married,2.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,3.0
yes,yes,,,never married,0.0
yes,yes,,,married,2.0
yes,yes,only some,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,2.0
yes,yes,,,married,3.0
no,no,hardly any,,married,3.0
yes,yes,only some,,widowed,0.0
,,a great deal,,widowed,1.0
,,only some,,married,3.0
yes,yes,,,divorced,4.0
,,hardly any,,widowed,5.0
yes,yes,,,never married,2.0
yes,no,hardly any,,married,1.0
,,only some,,married,1.0
yes,yes,a great deal,,never married,2.0
,,only some,,married,0.0
yes,yes,a great deal,,married,1.0
,,only some,,married,2.0
yes,no,only some,,never married,0.0
,,a great deal,,married,2.0
no,no,,,married,7.0
yes,yes,,,married,
yes,yes,only some,,never married,0.0
,,only some,,married,4.0
yes,yes,,,married,1.0
yes,yes,,,divorced,2.0
,,only some,,married,2.0
yes,yes,,,widowed,1.0
yes,yes,a great deal,,married,5.0
yes,yes,only some,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,,,married,2.0
yes,yes,,,married,0.0
yes,yes,only some,,married,0.0
,,hardly any,,never married,0.0
,,only some,,married,5.0
,,only some,,married,5.0
yes,yes,only some,,married,0.0
yes,yes,a great deal,,married,0.0
yes,yes,,,married,2.0
yes,yes,a great deal,,married,2.0
,,a great deal,,married,3.0
,,only some,,married,2.0
yes,yes,,,married,0.0
,,only some,,married,2.0
yes,yes,,,married,3.0
,,only some,,married,3.0
,,only some,,married,3.0
yes,yes,only some,,married,2.0
,,only some,,married,0.0
yes,yes,,,widowed,1.0
,,a great deal,,never married,0.0
yes,no,,,widowed,2.0
,,only some,,widowed,1.0
yes,yes,a great deal,,never married,0.0
,,a great deal,,married,2.0
yes,no,,,married,8.0
yes,yes,only some,,married,2.0
yes,yes,only some,,,
,,only some,,married,5.0
yes,yes,,,married,4.0
yes,yes,only some,,married,5.0
yes,yes,,,married,2.0
yes,yes,hardly any,,married,0.0
,,only some,,divorced,2.0
yes,yes,,,married,0.0
yes,yes,,,divorced,2.0
no,no,,,married,4.0
,,only some,,married,0.0
yes,yes,,,married,1.0
yes,yes,a great deal,,married,2.0
,,only some,,married,2.0
yes,yes,,,married,1.0
,,hardly any,,married,2.0
,,a great deal,,married,1.0
yes,yes,,,widowed,3.0
,,,,married,2.0
yes,yes,,,never married,0.0
yes,no,,,married,1.0
,,only some,,married,4.0
no,no,,,married,1.0
,,only some,,married,1.0
yes,yes,a great deal,,widowed,8.0
,,only some,,married,3.0
,,only some,,never married,0.0
,,hardly any,,married,1.0
yes,yes,,,married,2.0
yes,yes,a great deal,,never married,0.0
yes,yes,a great deal,,married,2.0
,,only some,,married,0.0
yes,yes,a great deal,,never married,0.0
yes,no,a great deal,,never married,0.0
,,only some,,married,1.0
yes,yes,only some,,married,0.0
yes,yes,a great deal,,separated,2.0
yes,yes,only some,,married,2.0
yes,yes,a great deal,,separated,2.0
,,,,widowed,0.0
,no,only some,,married,5.0
yes,no,,,widowed,2.0
yes,yes,,,divorced,0.0
yes,no,,,married,2.0
yes,yes,,,married,1.0
yes,yes,,,married,0.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,divorced,0.0
yes,yes,hardly any,,married,0.0
yes,yes,,,married,5.0
,,only some,,married,3.0
no,no,a great deal,,married,3.0
no,no,,,divorced,3.0
,,hardly any,,widowed,1.0
,,a great deal,,married,1.0
no,yes,only some,,widowed,6.0
no,yes,,,widowed,5.0
yes,yes,only some,,widowed,2.0
,yes,,,widowed,2.0
yes,yes,only some,,married,1.0
yes,yes,,,married,2.0
yes,yes,,,divorced,1.0
,,a great deal,,married,2.0
yes,yes,,,married,0.0
,,a great deal,,married,2.0
,,only some,,married,2.0
yes,yes,,,widowed,4.0
yes,yes,,,married,1.0
,,a great deal,,married,6.0
,,only some,,married,2.0
,,only some,,widowed,2.0
,,hardly any,,married,0.0
yes,yes,,,never married,0.0
,,only some,,widowed,2.0
,,only some,,married,2.0
yes,yes,,,divorced,5.0
yes,yes,only some,,married,3.0
yes,yes,only some,,widowed,2.0
,,a great deal,,divorced,8.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,0.0
,,a great deal,,married,2.0
yes,,,,married,1.0
yes,yes,,,married,2.0
yes,no,a great deal,,married,5.0
yes,yes,only some,,divorced,0.0
,,a great deal,,divorced,2.0
,,hardly any,,widowed,5.0
yes,yes,,,married,0.0
yes,yes,a great deal,,married,2.0
yes,yes,,,married,4.0
,,a great deal,,divorced,1.0
no,yes,only some,,married,2.0
,,a great deal,,married,2.0
,,a great deal,,married,1.0
,,a great deal,,married,0.0
yes,yes,,,widowed,0.0
,,only some,,married,5.0
yes,yes,only some,,married,0.0
yes,yes,,,married,3.0
yes,yes,only some,,married,2.0
yes,yes,,,married,2.0
yes,yes,,,married,6.0
,,only some,,married,3.0
no,no,only some,,married,1.0
yes,yes,,,never married,0.0
no,yes,only some,,widowed,5.0
,,only some,,married,3.0
yes,yes,a great deal,,married,2.0
,,only some,,widowed,2.0
,,only some,,married,3.0
yes,yes,,,married,1.0
yes,yes,,,married,2.0
yes,yes,,,married,2.0
yes,yes,a great deal,,married,3.0
yes,yes,hardly any,,married,3.0
yes,no,,,married,5.0
,,a great deal,,separated,2.0
yes,yes,,,never married,0.0
yes,yes,only some,,never married,0.0
,,only some,,married,0.0
yes,yes,a great deal,,married,0.0
yes,yes,a great deal,,married,0.0
yes,yes,a great deal,,never married,0.0
,,hardly any,,never married,3.0
yes,yes,,,married,4.0
,,a great deal,,never married,0.0
,,only some,,never married,0.0
yes,yes,a great deal,,never married,1.0
yes,yes,,,married,3.0
no,no,a great deal,,married,2.0
,,a great deal,,married,2.0
yes,yes,a great deal,,married,2.0
yes,yes,only some,,married,3.0
yes,yes,only some,,divorced,2.0
yes,yes,,,married,2.0
yes,yes,,,married,2.0
no,yes,,,never married,4.0
yes,yes,a great deal,,married,3.0
no,no,,,divorced,4.0
yes,yes,,,divorced,1.0
,,a great deal,,never married,2.0
yes,no,a great deal,,divorced,2.0
,,only some,,never married,0.0
,,only some,,separated,5.0
yes,yes,,,married,2.0
yes,yes,,,divorced,3.0
yes,,,,married,3.0
yes,yes,,,married,1.0
yes,no,,,married,2.0
no,yes,a great deal,,married,1.0
yes,yes,a great deal,,married,2.0
,no,,,married,2.0
no,no,a great deal,,divorced,2.0
yes,yes,only some,,married,2.0
,,only some,,married,5.0
yes,yes,,,never married,0.0
yes,,only some,,separated,0.0
,,only some,,married,3.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,a great deal,,married,2.0
,,hardly any,,married,3.0
,,a great deal,,never married,0.0
yes,yes,,,married,0.0
,,only some,,married,1.0
yes,yes,,,divorced,2.0
,,only some,,married,4.0
,,only some,,divorced,3.0
,,only some,,never married,0.0
,,only some,,married,1.0
yes,yes,only some,,married,0.0
yes,yes,,,married,1.0
yes,yes,,,married,2.0
no,no,,,married,2.0
,,only some,,married,2.0
yes,yes,,,married,2.0
yes,yes,only some,,never married,0.0
,,only some,,married,3.0
yes,yes,only some,,married,1.0
,no,,,married,0.0
,yes,,,married,2.0
yes,yes,only some,,widowed,0.0
,,a great deal,,married,2.0
yes,yes,only some,,married,0.0
yes,yes,only some,,divorced,2.0
yes,yes,,,divorced,4.0
yes,yes,,,married,0.0
,,hardly any,,divorced,2.0
yes,no,,,widowed,4.0
yes,yes,only some,,married,1.0
yes,no,a great deal,,married,2.0
yes,yes,only some,,divorced,1.0
yes,yes,a great deal,,never married,0.0
,,hardly any,,married,4.0
,,only some,,divorced,4.0
,,only some,,married,4.0
,,a great deal,,never married,0.0
yes,yes,a great deal,,married,2.0
yes,yes,a great deal,,married,0.0
yes,yes,,,married,2.0
yes,yes,,,divorced,4.0
yes,yes,,,married,2.0
,,only some,,married,2.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,married,1.0
,,a great deal,,married,2.0
,,only some,,married,2.0
yes,yes,a great deal,,divorced,0.0
yes,yes,a great deal,,married,2.0
yes,yes,a great deal,,married,6.0
yes,yes,,,never married,0.0
,,only some,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,never married,0.0
no,no,,,never married,0.0
yes,yes,only some,,married,2.0
,,a great deal,,married,0.0
,,only some,,married,3.0
yes,yes,,,widowed,3.0
,,only some,,divorced,1.0
,,only some,,married,2.0
yes,yes,,,never married,0.0
,no,,,married,3.0
yes,yes,,,married,4.0
no,no,a great deal,,married,0.0
no,no,,,widowed,0.0
yes,yes,,,married,3.0
,,a great deal,,divorced,2.0
no,yes,,,married,2.0
,,only some,,divorced,2.0
no,no,a great deal,,married,2.0
,,a great deal,,married,4.0
,,a great deal,,married,2.0
no,yes,a great deal,,married,3.0
,,a great deal,,never married,0.0
,,only some,,married,1.0
,,only some,,married,3.0
yes,yes,only some,,married,3.0
yes,yes,a great deal,,divorced,3.0
yes,yes,,,never married,1.0
,,a great deal,,married,3.0
yes,yes,only some,,married,4.0
yes,yes,,,divorced,3.0
yes,yes,a great deal,,divorced,2.0
,,only some,,married,0.0
,,only some,,married,7.0
yes,yes,,,married,2.0
yes,yes,,,married,1.0
yes,yes,,,never married,0.0
yes,yes,,,never married,0.0
yes,no,,,married,4.0
,,a great deal,,married,1.0
,,hardly any,,never married,0.0
no,no,only some,,married,1.0
yes,yes,only some,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,only some,,married,2.0
yes,yes,,,divorced,4.0
yes,yes,only some,,widowed,5.0
yes,yes,a great deal,,divorced,2.0
no,no,only some,,married,2.0
,,only some,,married,2.0
yes,yes,only some,,married,2.0
,,only some,,separated,2.0
yes,,,,never married,0.0
yes,yes,only some,,never married,2.0
yes,yes,a great deal,,married,0.0
,,only some,,widowed,1.0
yes,yes,,,married,2.0
yes,yes,a great deal,,married,2.0
,,a great deal,,married,2.0
,,only some,,divorced,4.0
,,only some,,divorced,2.0
yes,yes,only some,,married,1.0
yes,yes,only some,,divorced,0.0
yes,yes,,,never married,1.0
yes,yes,,,married,2.0
yes,yes,,,married,0.0
yes,yes,only some,,married,3.0
,,only some,,married,3.0
yes,yes,hardly any,,widowed,2.0
,,only some,,divorced,3.0
,,only some,,divorced,1.0
yes,yes,,,divorced,1.0
yes,yes,,,married,2.0
no,yes,,,widowed,0.0
no,no,a great deal,,married,3.0
yes,yes,only some,,widowed,2.0
,,only some,,married,0.0
,,only some,,married,2.0
,,only some,,married,2.0
yes,yes,,,married,2.0
yes,yes,,,never married,0.0
yes,yes,only some,,married,0.0
yes,no,a great deal,,widowed,3.0
yes,yes,,,married,1.0
,,a great deal,,widowed,3.0
,,a great deal,,divorced,1.0
yes,yes,a great deal,,married,7.0
,,a great deal,,widowed,1.0
yes,yes,only some,,married,2.0
yes,yes,,,divorced,0.0
yes,yes,only some,,married,4.0
yes,yes,only some,,married,1.0
yes,yes,only some,,married,2.0
yes,no,a great deal,,married,2.0
no,yes,,,never married,0.0
,no,only some,,married,2.0
yes,yes,only some,,married,2.0
no,no,,,married,1.0
,,only some,,married,2.0
no,no,,,married,2.0
,,,,married,4.0
no,no,,,widowed,2.0
yes,yes,,,widowed,2.0
,,a great deal,,never married,0.0
,,a great deal,,divorced,1.0
yes,yes,only some,,widowed,0.0
no,no,,,never married,0.0
,yes,,,widowed,2.0
,,only some,,married,5.0
,,only some,,never married,0.0
,,only some,,divorced,0.0
,,a great deal,,married,3.0
no,no,,,married,3.0
yes,yes,a great deal,,married,2.0
yes,yes,only some,,widowed,1.0
,,a great deal,,married,2.0
yes,yes,,,widowed,4.0
yes,yes,,,divorced,0.0
yes,yes,only some,,widowed,3.0
yes,no,a great deal,,divorced,4.0
,,a great deal,,married,3.0
,,only some,,widowed,4.0
yes,no,,,married,3.0
yes,yes,a great deal,,married,1.0
,,a great deal,,married,2.0
yes,no,,,married,0.0
yes,yes,,,widowed,8.0
yes,yes,,,married,3.0
,,only some,,widowed,1.0
,,only some,,divorced,1.0
yes,no,,,never married,0.0
yes,yes,,,married,0.0
yes,yes,,,married,2.0
yes,yes,,,never married,0.0
,,only some,,married,3.0
yes,no,a great deal,,divorced,2.0
,,a great deal,,married,0.0
,,hardly any,,widowed,2.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,a great deal,,never married,0.0
yes,yes,,,never married,0.0
yes,yes,,,never married,0.0
yes,no,only some,,divorced,6.0
,,only some,,married,2.0
yes,yes,a great deal,,married,1.0
,,only some,,married,3.0
yes,yes,a great deal,,married,2.0
no,no,only some,,married,1.0
yes,yes,,,married,0.0
,,only some,,widowed,0.0
yes,yes,,,married,6.0
yes,yes,,,married,1.0
,,only some,,divorced,2.0
,,a great deal,,married,3.0
yes,no,only some,,divorced,2.0
,,hardly any,,divorced,4.0
yes,yes,,,widowed,2.0
yes,yes,only some,,married,3.0
yes,yes,,,married,3.0
yes,yes,,,married,2.0
yes,no,,,married,2.0
yes,yes,a great deal,,married,3.0
yes,yes,only some,,divorced,1.0
,,a great deal,,never married,0.0
no,no,only some,,separated,2.0
yes,yes,only some,,never married,0.0
yes,,,,married,2.0
,,only some,,married,2.0
yes,yes,only some,,married,1.0
yes,yes,only some,,widowed,4.0
yes,yes,,,married,2.0
yes,yes,only some,,never married,0.0
,,only some,,divorced,2.0
yes,yes,,,never married,0.0
yes,yes,,,married,4.0
,,hardly any,,divorced,1.0
,,only some,,married,7.0
yes,yes,a great deal,,married,2.0
,,a great deal,,never married,0.0
,,a great deal,,widowed,2.0
,,only some,,divorced,0.0
